🌙月光宝盒,#genre#
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
凤凰中文台,mitv://generationnexxxt.com:19806/645385720009117848161b4e340f749d
凤凰资讯台,mitv://generationnexxxt.com:19806/0b7958cc2d1c4a6f9f9449e92ad92b9e
凤凰香港台,mitv://generationnexxxt.com:19806/b70e94e7ac144bf585ad3bb140833c64
翡翠台,mitv://generationnexxxt.com:19806/03b76f07cea3474a913541c586fc0747
星空卫视,mitv://generationnexxxt.com:19806/ea86987738b4465482e6f2a122a6b3f8
民视,mitv://generationnexxxt.com:19806/645d085e0005113d6d3d8ef25af73081
台视,mitv://generationnexxxt.com:19806/6458c4430009f8ea5c9386c26efc600e
中视,mitv://generationnexxxt.com:19806/f1f4f77c21e2470e9c29111c9370bf08
华视,mitv://generationnexxxt.com:19806/4ce3296b98794b2ca8e1f040657e327b
公视,mitv://generationnexxxt.com:19806/882cb7ba11384ac2874452400d6d0020
壹电视新闻台,mitv://generationnexxxt.com:19806/6448e5fd0004b44d1e97391d4d2c0333
年代新闻,mitv://generationnexxxt.com:19806/64548033000a719c4be99d8434f175bc
东森新闻台,mitv://generationnexxxt.com:19806/ba830fdb097a47af9f74ef81c7d1d715
中天新闻台,mitv://generationnexxxt.com:19806/645a505500087efb629eacb405a54a42
民视新闻台,mitv://generationnexxxt.com:19806/64577cff0001eb7c5795230f6bb8749b
三立新闻台,mitv://generationnexxxt.com:19806/645500960008581e4ddf1fbf03fc57a9
TVBS新闻台,mitv://generationnexxxt.com:19806/beaa6cbcf1034703a97d3295f8c0ae60
TVBS,mitv://generationnexxxt.com:19806/644d1a13000e2f842f02b17e6e9f6cae
中视新闻台,mitv://generationnexxxt.com:19806/8817421e14dd462f8deede53ce057af1
寰宇新闻台,mitv://generationnexxxt.com:19806/644caa69000a86d02d4e808470d2023f
HBO,mitv://generationnexxxt.com:19806/dc01bf43a9fd4c0594f0a73ee31ab4a5
东森洋片台,mitv://generationnexxxt.com:19806/cbe8fad92b7e4497bce416a75eae4708
AXN,mitv://generationnexxxt.com:19806/928f8533e609499cabbd6968526b392a
好莱坞电影台,mitv://generationnexxxt.com:19806/86c7f4066b9c49f3808094bd356b8b33
CINEMAX,mitv://generationnexxxt.com:19806/1d1c586a05ef4c13b029464c6d4644a1
纬来育乐台,mitv://generationnexxxt.com:19806/dd458fff62614481a7e9d65da897af75
纬来体育台,mitv://generationnexxxt.com:19806/801a9a12c10d4d04953332771aee0dba
三立台湾台,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立都会台,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
CHC动作电影,http://live.cooltv.top/tv/aishang.php?id=chcdzdy
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8#http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1#http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8#http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://live.cooltv.top/tv/aishang.php?id=chcjtyy
CHC高清电影,http://live.cooltv.top/tv/aishang.php?id=chcgqdy
